V1 interv.,V2 interv.,V3 interv.,V9 interv.,classe
0.17158669297298643,0.45510343558604743,0.09913258983890955,0.2609319614647466,0
0.15578428817828738,0.26443761007281236,0.11090458488228006,0.19194971331851274,0
0.20890568191688694,0.3615776884052257,0.10037174721189593,0.2614283259054463,0
0.1836727096750177,0.29644086954236,0.12422552664188352,0.22355571908006294,0
0.6600032262467583,0.7771863417711538,0.9454770755885997,0.7495841396670263,0
0.4403144349725149,0.8761007281234393,0.13630731102850063,0.5926088852957618,0
0.7149735075506582,0.806048418894409,0.9999999999999999,0.8046805925846876,0
0.6128503890109073,0.9030702100254975,0.9999999999999999,0.738664121971634,0
0.21507277668168115,0.5375890439765529,0.10285006195786867,0.3190748511372019,0
0.571988732953629,0.8283784139000606,0.7633209417596034,0.6853049445964216,0
0.2663576914963581,0.5350655836816235,0.15923172242874845,0.3563828434112894,0
0.729863877204085,0.7914859501090872,0.9814126394052044,0.8150422002842926,0
0.6252590303887627,0.8708698052204085,0.9999999999999999,0.7410838986200449,0
0.7800568315775106,0.7536734747522541,0.9814126394052044,0.8532622622181658,0
0.8102098301256996,0.6748153405357097,0.9814126394052044,0.8674086487781059,0
0.6146496420106963,0.8117393475803697,0.7661090458488228,0.7176927243520739,0
0.4155281738202484,0.8397471282496124,0.11957868649318465,0.5627091322991167,0
0.9126431646998971,0.5435954051993798,0.9999999999999999,0.9463305948493503,0
0.22867885195249973,0.4944536445601031,0.12050805452292443,0.3152776631658496,0
0.631773567112137,0.912966905869674,0.9999999999999999,0.7570916518326086,0
0.5247800568315776,0.8442026128328471,0.35285006195786867,0.6501871604169214,0
0.6323319559741404,0.7866361748547698,0.6964064436183395,0.727247739835542,0
0.5849929891176215,0.8137370869805222,0.4516728624535316,0.692688365651829,0
0.9917482534837261,0.1313513655600242,0.9999999999999999,0.993609307825992,0
0.9732593778307213,0.2979260310701049,0.9999999999999999,0.9829374723509496,0
0.9663725818660116,0.35434902610204244,0.9999999999999999,0.9800833768169264,0
0.99398180893174,0.1306416423520753,0.9999999999999999,0.9958429478091404,0
0.9622156870044298,0.34944667875824725,0.9999999999999999,0.9755540512955423,0
0.7046122920001489,0.8012775017743081,0.9999999999999999,0.7943810304401697,0
0.9928029880008438,0.15613910574875797,0.9999999999999999,0.9954086289235282,0
0.9898869572770479,0.1924401335331073,0.9999999999999999,0.9938574900463417,0
0.993051160828401,0.1503561759062114,0.9999999999999999,0.9954706744786157,0
0.9649455881075581,0.3448466209289488,0.9999999999999999,0.9779117823888654,0
0.8593480499820075,0.6669689561811636,0.9999999999999999,0.9123916762165117,0
0.1154810209830126,0.06692032699839656,0.10285006195786867,0.11862427631615684,0
0.11707553140006702,0.07002733748652841,0.10285006195786867,0.12047943841327181,0
0.9258583677673132,0.5051126357017061,0.9999999999999999,0.9545826536759819,0
0.9576865329015126,0.3956706884315117,0.9999999999999999,0.9748715501895802,0
0.9709017359689287,0.31336908235417815,0.9999999999999999,0.9815724701390254,0
0.5257231135762945,0.9282390978629447,0.19578686493184635,0.6743849269010294,0
0.988584049932373,0.18446231895486687,0.9999999999999999,0.992244305614068,0
0.9299532194220055,0.49831769313671376,0.9999999999999999,0.9578710680956172,0
0.9549566317983844,0.4096285781878401,0.9999999999999999,0.9734445024225689,0
0.990383302932162,0.18189942959282918,0.9999999999999999,0.9939195356014294,0
0.966248495452233,0.35420445285597874,0.9999999999999999,0.9799592857067516,0
0.9911898646217225,0.19004810346187212,0.9999999999999999,0.995098401148091,0
0.4152675923513135,0.8719475330547014,0.10780669144981414,0.5725247391139523,0
0.8103959597463674,0.6877086454801148,0.9814126394052044,0.8697663798714291,0
0.8102098301256996,0.7103935020897407,0.9999999999999999,0.8733650220665016,0
0.578683194976982,0.8413637200010515,0.3503717472118959,0.6942395045290154,0
0.8709501296703025,0.6532607838498542,0.9999999999999999,0.9213262361491055,0
0.9062527143903014,0.5589858843939753,0.9999999999999999,0.9420494515483158,0
0.4809589398056807,0.9163315195962465,0.19578686493184635,0.6359166827468065,0
0.5291292856345159,0.9450490234734381,0.19330855018587362,0.6818924390666115,0
0.9195299606646069,0.523644297242594,0.9999999999999999,0.9506117381503847,0
0.4580153618980258,0.9115737454985149,0.11028500619578688,0.6169307428900447,0
0.993051160828401,0.1503561759062114,0.9999999999999999,0.9954706744786157,0
0.2758192805469729,0.711116368320059,0.10285006195786867,0.41984924171024846,0
0.9424239040067504,0.44432615724311963,0.9999999999999999,0.9643858513798,0
0.9795257417265384,0.2362983991798754,0.9999999999999999,0.9855433856646227,0
