0.012105,0.025556,0.0015608,0.0023069,3.5355,15.385,0.11914,3.992e-06,0.027748,120.73,40.65,88,1.4826,0.37048,1.1399,172,86,127.09,0.0034149,0.016862,2.9713e-05,3.4895e-05,7.7078,64.569,0.14452,5.896e-06,0.017098,1048.7,651.34,1454,177.91,-0.74844,1.6543,1606,76,1232.3,0.0026636,0.012718,2.0601e-05,2.124e-05,7.9581,72.037,0.11914,3.992e-06,0.012931,844.52,692.51,1378,338.03,-0.1091,1.0719,1606,76,1090,1
0.01452,0.032744,0.00368,0.0051698,3.3137,10.849,0.16306,7.6e-05,0.035512,237.08,79.56,216,0,5.8689,35.689,762,216,249.82,0.013954,0.022327,0.005682,0.0078,2.2104,4.5828,0.10473,0.000125,0.026142,787.43,645.66,306,124.54,0.44783,-1.7629,1638,222,1014.3,0.0071189,0.014796,0.0003585,0.00039363,2.7335,6.9878,0.07132,7.6e-05,0.016353,517.76,538.58,243,40.03,1.4605,0.24712,1638,216,745.15,0
0.004775,0.0075777,0.00048711,0.00068916,1.3898,3.3208,0.021912,1.675e-05,0.0088619,117.59,55.164,88,17.791,0.93972,2.0179,224,76,129.54,0.0024566,0.0058073,0.00020016,0.00026742,2.4063,7.5064,0.023521,2.788e-06,0.0062649,928.98,728.84,1335,407.71,-0.26266,1.1496,1610,76,1177.4,0.0016235,0.0046135,5.5879e-05,7.4501e-05,3.2355,12.623,0.021903,2.788e-06,0.004869,653.11,706.41,88,17.791,0.51909,1.3372,1610,76,959.47,1
0.0048302,0.0069847,0.00074482,0.0010656,1.3678,3.5995,0.022316,5.559e-06,0.0083925,119.52,60.097,88,17.791,1.0193,2.1303,224,76,133.31,0.0022594,0.0057049,0.00020698,0.00029943,2.8662,10.486,0.027658,1.382e-06,0.0060986,1003.3,742.39,1610,0,-0.42245,1.2095,1610,76,1245,0.0016042,0.0044943,0.00010138,0.00014663,3.3309,13.495,0.0223,1.382e-06,0.0047508,746.99,743.75,198,180.88,0.28366,1.1094,1610,76,1051.5,1
0.011054,0.012686,0.0035005,0.0046731,0.60692,1.5134,0.03118,3.9733e-05,0.016558,119.11,40.131,88,0,0.45584,1.2078,168,88,125.33,0.0024336,0.0068269,7.1438e-05,9.4453e-05,3.0854,10.971,0.02914,7.391e-06,0.0072084,986.63,653.39,1442,77.095,-0.64448,1.4512,1506,76,1181.2,0.0019958,0.0062408,2.9449e-05,3.2101e-05,3.4931,13.736,0.029084,7.391e-06,0.0065224,830.48,679.54,1394,166.05,-0.14553,1.0489,1506,76,1070.9,1
0.0087254,0.012885,0.0017665,0.0026105,1.7053,5.4762,0.049484,4.709e-06,0.015317,121.23,41.372,88,1.4826,0.38775,1.1807,183,86,127.79,0.0028775,0.0097024,0.0001328,0.00019263,5.043,32.041,0.070038,1.804e-06,0.01006,885.49,621.13,1322,65.234,-0.47295,1.3147,1590,76,1079.3,0.0022444,0.0072647,2.4176e-05,3.2728e-05,4.2816,23.192,0.049484,1.804e-06,0.0075688,717.35,633.78,351,407.71,0.078173,1.0749,1590,76,955.12,1
0.011745,0.025696,0.0016943,0.0025119,3.6749,15.902,0.1189,5.138e-06,0.027691,126.81,42.225,88,2.9652,0.1135,1.0426,183,86,133.34,0.0035313,0.015664,3.7859e-05,4.5282e-05,7.4401,61.415,0.13335,4.524e-06,0.01596,953.27,593.73,1222,415.13,-0.64764,1.6255,1602,76,1121.1,0.0027897,0.012645,2.3122e-05,2.5526e-05,8.0276,72.865,0.1189,4.524e-06,0.012887,779.71,626.54,1174,634.55,-0.069789,1.1395,1602,76,998.29,1
0.010208,0.011688,0.0083488,0.0095335,1.7768,6.3042,0.047921,7.368e-06,0.015307,110.62,37.524,88,0,0.94819,1.9025,171,86,116.52,0.0027223,0.0085887,2.4503e-05,3.3136e-05,5.0759,32.387,0.062082,2.153e-06,0.0089579,1066.2,674.28,1470,160.12,-0.74914,1.6062,1582,76,1259.2,0.0021506,0.0064134,2.4359e-05,3.0837e-05,4.8178,30.593,0.047921,1.616e-06,0.0067339,865.52,715.2,1450,195.7,-0.13623,1.0487,1582,76,1120.5,1
0.012635,0.013897,0.0073257,0.010849,1.0751,3.3635,0.049032,8.115e-06,0.01851,125.68,41.249,88,2.9652,0.10478,1.0118,168,86,131.94,0.0029674,0.0078347,0.00010901,0.00014983,3.9863,21.771,0.051871,5.641e-06,0.0083325,908.46,696.68,1334,367.68,-0.30403,1.1549,1590,76,1142.2,0.0024036,0.0069337,3.6621e-05,4.4781e-05,4.2852,24.593,0.049032,5.208e-06,0.0073056,759.73,698.41,168,136.4,0.13459,1.0709,1590,76,1029.6,1
0.059689,0.06414,0.02122,0.031199,0.54218,-1.4361,0.17052,0.000156,0.087056,248.24,21.695,228,0,0.14332,-1.9717,273,228,249.16,0.044911,0.07381,0.000323,0.00028688,1.6376,2.4891,0.3379,0.000114,0.085854,426.53,329.4,250,32.617,1.4665,0.44059,1194,228,537.18,0.026048,0.050697,0.0003015,0.00023647,1.7938,1.6511,0.17052,0.000114,0.056771,351.65,265.49,250,32.617,2.3518,3.9956,1194,228,439.82,0
0.0075162,0.0089907,0.0014681,0.0021608,0.6548,1.733,0.022088,4.393e-06,0.011595,124.64,64.153,88,17.791,0.78219,1.6867,224,76,139.66,0.0027959,0.006035,0.00020111,0.00027644,2.1774,6.5002,0.022066,2.061e-06,0.006613,869.54,738.17,904,1046.7,-0.062495,1.0766,1610,76,1137.3,0.0021048,0.0052702,2.8352e-05,3.8445e-05,2.6859,9.2377,0.02203,2.061e-06,0.0056504,660.97,710.56,143,99.334,0.5262,1.3461,1610,76,967.85,1
