0.013633,0.0099066,0.012473,0.013195,0.20694,-1.518,0.029022,2e-06,0.016793,113.61,32.643,138,17.791,-0.52479,-1.622,153,70,118.12,0.013402,0.0098052,0.012023,0.012642,0.25474,-1.4806,0.029021,0.000408,0.016549,136.08,205.77,70,0,4.3986,18.353,1130,70,245.01,0.006835,0.0096737,0.000241,0.00035138,1.1646,-0.17846,0.028997,2e-06,0.011805,125.07,148.42,126,83.026,6.1836,39.041,1130,70,193.52,1
0.17688,0.32822,0.05099,0.072377,2.7468,7.7994,1.6298,0.000309,0.36939,487,392.26,395.5,255.75,1.6929,1.5463,1476,222,622.4,0.12809,0.25416,0.029409,0.043299,3.3096,12.66,1.4826,0.000143,0.28265,308.83,214.95,264,63.752,3.7138,12.836,1293,216,375.21,0.074292,0.19807,0.00185,0.0025486,4.6886,25.951,1.4782,0.000117,0.21061,383.66,313.27,307,126.02,2.5428,5.4255,1476,216,494.32,0
0.0034958,0.0046083,0.0016048,0.0016219,1.8848,2.6491,0.018668,0.00017663,0.0057182,96.857,22.094,88,0,1.9329,1.8042,150,88,99.257,0.0014279,0.003718,0.00015763,0.00022829,3.6581,13.575,0.020585,1.481e-06,0.0039586,588.99,413.68,741.5,457.38,-0.27271,-1.7359,1108,76,718.1,0.001042,0.0028823,2.5094e-05,3.475e-05,4.0849,17.83,0.018668,1.481e-06,0.0030513,451.19,414.95,150,109.71,0.3586,-1.7317,1108,76,611.58,1
0.0042286,0.0055756,0.00098564,0.0011954,1.0881,-0.28725,0.01841,9.462e-06,0.0069257,98.226,28.208,88,0,2.8007,8.1005,218,76,102.07,0.0019189,0.0056328,0.00010516,0.00015339,3.661,13.733,0.03234,1.474e-06,0.0059119,599.43,376.79,770,240.18,-0.43565,-1.4841,1094,76,706.56,0.001324,0.0035745,6.7284e-05,9.6453e-05,3.1001,8.8925,0.01841,1.474e-06,0.0037951,444.06,389.91,147,105.26,0.31136,-1.6997,1094,76,589.66,1
0.00308,0.0056913,0.00093447,0.00097549,2.8813,8.2745,0.026786,1.142e-05,0.0063873,96.533,27.042,88,0,3.2459,10.956,218,76,100.13,0.0013261,0.0044432,3.449e-05,4.0207e-05,4.7907,24.286,0.029226,7.077e-06,0.0046064,649.37,376.68,794,235.73,-0.56412,-1.2086,1218,76,749.36,0.00093284,0.0033341,2.8551e-05,3.1103e-05,5.7312,36.394,0.026335,7.077e-06,0.003446,483.52,404.89,417,505.57,0.19867,-1.7043,1218,76,629.36,1
0.00926,0.010661,0.002485,0.0036161,0.63092,-1.4876,0.026942,4.6e-05,0.013945,97.913,35.819,70,0,0.45487,-1.8116,153,70,103.99,0.0027963,0.0071362,9e-06,1.1861e-05,2.5424,4.8792,0.026939,1e-06,0.0076212,946,395.53,1130,0,-1.6515,0.7754,1145,70,1024.4,0.0021532,0.0063552,1.6e-05,2.0756e-05,3.0449,7.7858,0.026916,1e-06,0.0066799,750.94,499.05,1130,0,-0.54708,-1.7014,1145,70,900.26,1
0.0075386,0.0088116,0.002712,0.0026034,1.1478,-0.15214,0.02653,0.000253,0.011494,100.39,34.013,70,0,0.20788,-1.9719,150,70,105.83,0.0037524,0.0072013,3.1e-05,4.5961e-05,2.1646,3.5786,0.026515,6e-06,0.0080725,738.64,500.61,1130,0,-0.4931,-1.7585,1130,70,890.21,0.0025144,0.0061298,2.25e-05,2.298e-05,2.8774,7.4844,0.026491,6e-06,0.0065971,528.02,508.36,138,100.82,0.32767,-1.8904,1130,70,731.2,1
0.0003237,0.00080901,1e-05,1.4826e-05,5.2282,32.335,0.005875,3e-06,0.00086539,111.97,35.87,138,0,-0.62531,-1.6245,138,62,117.49,0.00031024,0.00059176,1.2e-05,7.413e-06,1.8159,1.9307,0.002146,6e-06,0.00066104,938.95,401.22,1130,0,-1.5278,0.35362,1130,70,1018.9,0.00022654,0.00044952,1.1e-05,1.0378e-05,2.2939,4.5784,0.002146,3e-06,0.00050136,417.95,469.43,138,100.82,0.84674,-1.2764,1130,62,626.77,1
0.002441,0.0052609,0.0002495,0.00029355,3.4474,13.091,0.029801,9e-06,0.0057517,87.88,35.119,66,5.9304,0.72847,-1.4695,141,62,94.507,0.0011067,0.0032957,1.75e-05,1.5567e-05,3.4314,10.435,0.014541,6e-06,0.0034452,965,382.32,1130,0,-1.808,1.3105,1130,61,1036.6,0.0012208,0.0038893,6e-05,7.8578e-05,5.0955,29.707,0.029776,6e-06,0.0040578,526.44,516.95,138,112.68,0.31079,-1.9114,1130,61,736,1
0.014309,0.01131,0.016719,0.015544,-0.046691,-1.7916,0.029187,0.000124,0.018166,121.21,31.801,138,0,-0.94075,-1.0366,153,70,125.23,0.013243,0.011469,0.010078,0.014687,0.1221,-1.7642,0.029172,5e-06,0.017447,247.73,381.9,70,0,1.8389,1.4528,1145,61,452.12,0.0068863,0.010498,0.0001445,0.00020534,1.1412,-0.47458,0.029163,3e-06,0.012511,187,282.22,137.5,100.08,2.9665,7.0678,1145,61,337.37,1
